event	TDC0	TDC1
3023	1238391	1238283
3024	1410681	1410575
3025	1841974	1841861
3026	793365	793277
3028	1820678	1820848
3029	1535067	1534977
3030	46536	46718
3031	1924452	1924366
3032	966030	965856
3033	1199056	1198939
3034	134814	134717
3035	1053620	1053502
3036	601928	602147
3037	1315453	1315722
3038	157187	157093
3039	1969656	1969537
3040	195049	194927
3042	808067	807976
3043	1797420	1797326
3044	224234	224425
3045	916837	916720
3046	1100879	1100738
3047	1571185	1571055
3048	2051091	2051326
3049	775210	775073
3050	1087556	1087454
3051	907450	907395
3052	1883829	1883719
3053	1251152	1251348
3054	473475	473630
3055	1782751	1782968
3056	516375	516295
3057	1301063	1300967
3058	1179991	1180187
3059	2089720	2089577
3060	297981	297834
3062	277495	277333
3063	1088368	1088580
3064	84088	84290
3065	1531679	1531539
3066	438593	438496
3067	1441476	1441381
3068	1194291	1194176
3069	1416184	1416078
3070	875135	875015
3071	1945454	1945327
3072	198855	198742
3073	2001321	2001204
3074	452832	453021
3075	1349539	1349417
3076	107241	107111
3077	981866	981755
3078	821262	821444
3080	1909039	1908866
3081	1498789	1498609
3082	1262932	1262823
3083	1180337	1180247
3084	763718	763612
3085	736125	735935
3086	1418799	1418673
3087	1249860	1249754
3088	1419212	1419096
3089	734163	734054
3090	314591	314494
3091	1090965	1091207
3092	719899	719807
3093	1815122	1814987
3094	759523	759729
3095	1605751	1605598
3096	301675	301577
3097	762450	762333
3098	293789	293985
3099	1003786	1003612
3100	1758203	1758111
3101	512680	512611
3102	94353	94529
3103	1261532	1261398
3104	996467	996375
3105	214613	214506
3106	1579311	1579207
3107	1270860	1270727
3108	1298035	1297932
3109	1624428	1624611
3110	32361	32249
3111	545135	545307
3112	945990	945849
3113	691358	691551
3114	318162	318053
3115	1285221	1285133
3116	1470447	1470333
3117	1805764	1805673
3118	1131818	1131991
3119	664051	663873
3120	1404272	1404156
3121	1517368	1517203
3122	1352859	1352716
3123	528545	528748
3124	702931	702804
3125	1458680	1458914
3126	1818615	1818817
3127	1773048	1773260
3128	501094	500954
3129	370222	370066
3130	703893	703725
3131	885514	885341
3132	587195	587061
3133	1652598	1652512
3134	932466	932652
3135	1878617	1878469
3136	655202	655045
3137	1673875	1673731
3138	618429	618653
3139	1368736	1368605
3140	507811	507986
3141	594238	594150
3142	226729	226644
3143	458854	458843
3144	178945	178846
3145	846008	845858
3146	11891	11787
3147	1721126	1720969
3148	1507355	1507211
3149	1974290	1974122
3150	1260417	1260294
3151	1305123	1305002
3152	85846	86035
3153	724012	723919
3154	446675	446495
3155	1326691	1326611
3156	888350	888535
3157	1935165	1934998
3159	685830	685640
3160	876299	876197
3162	626275	626142
3163	904114	903988
3165	1334508	1334343
3166	1940148	1940031
3167	745167	745049
3168	1035779	1035609
3169	1718713	1718598
3170	1566632	1566539
3171	1364721	1364610
3172	1374383	1374274
3173	918868	918754
3174	341927	341815
3175	1206710	1206876
3176	1278171	1278050
3177	533728	533618
3178	176414	176322
3179	1275898	1276070
3180	1471167	1471043
3181	382375	382234
3182	1360523	1360445
3183	464519	464393
3184	1241925	1241799
3185	369842	369678
3186	140332	140187
3187	1006042	1005963
3188	1181337	1181172
3189	1688785	1688983
3190	1504914	1504799
3191	571265	571470
3192	370672	370579
3193	1886394	1886305
3194	1858328	1858217
3195	524310	524227
3196	357020	356870
3197	962868	962740
3198	30574	30423
3199	799350	799272
3200	1489205	1489395
3201	2091664	2091536
3202	371279	371155
3203	1006002	1005987
3204	83957	83810
3205	1653949	1653844
3206	1812404	1812307
3207	622501	622402
3208	1053218	1053074
3209	1051557	1051450
3210	1436733	1436601
3211	352907	352775
3212	178125	178018
3213	83563	83453
3214	443868	443741
3215	1417563	1417451
3216	96864	96795
3217	1704473	1704666
3218	265101	265264
3219	1872758	1872600
3220	49447	49284
3221	1893380	1893229
3222	1882672	1882530
3223	1675956	1675811
3224	1148413	1148318
3225	2003192	2003103
3226	1874025	1873895
3227	234724	234619
3228	842265	842130
3229	618437	618292
3230	407981	407828
3231	847983	847891
3232	249828	249728
3234	249047	248910
3235	525199	525094
3236	266991	266895
3237	1120387	1120263
3238	184362	184249
3239	1336874	1336738
3240	664608	664498
3241	383884	383794
3242	1546572	1546801
3243	1172219	1172373
3244	1289571	1289771
3245	1283199	1283414
3246	1603444	1603324
3247	1161715	1161597
3248	1399837	1399727
3253	1151050	1151260
3254	372317	372209
3255	2070881	2070745
3256	171760	171944
3257	896878	896731
3258	1243540	1243351
3259	1801516	1801372
3260	301872	302077
3261	392133	392034
3262	1309183	1309363
3263	1412699	1412580
3264	1497958	1497834
3265	1108187	1108039
3266	1990047	1989888
3267	309964	309827
3268	1046020	1045879
3269	1608099	1608000
3270	1140953	1140807
3271	973947	973805
3272	1757960	1758151
3273	1497319	1497158
3274	855539	855396
3275	435909	436070
3276	2021948	2022120
3277	553564	553430
3278	242774	242605
3279	842949	843153
3280	773136	773028
3281	268821	268703
3282	622510	622406
3283	494905	495091
3284	1107520	1107365
3285	1226271	1226497
3286	11055	10976
3287	292710	292604
3288	723962	724154
3289	1772183	1772093
3290	1476246	1476079
3291	497442	497319
3292	53787	53666
3293	591084	591265
3294	1266905	1266772
3295	773932	773784
3296	257193	257089
3297	679977	679862
3298	1037921	1038116
3299	63371	63258
3300	968279	968165
3301	1564534	1564419
3302	360907	360744
3303	815082	814978
3304	1731866	1731761
3305	436017	435860
3306	578644	578549
3307	1750023	1749888
3308	1504178	1504031
3309	536141	536002
3310	735820	735689
3311	1361132	1360979
3312	1353852	1354079
3313	1539648	1539547
3314	1988785	1988661
3315	328069	327965
3316	990875	990780
3317	1482594	1482813
3318	1004169	1004067
3319	270559	270447
3320	1295007	1294871
3321	1779270	1779482
3322	1877559	1877410
3323	99575	99454
3324	1198247	1198158
3325	179216	179119
3326	553838	553754
3327	1194997	1194866
3328	1132385	1132271
3333	917438	917613
3334	646957	646781
3335	1669053	1668907
3336	744730	744580
3337	1260960	1261161
3338	449163	449015
3339	906144	906034
3340	40886	40785
3341	56623	56556
3342	1374854	1374734
3343	1735912	1735789
3344	1317555	1317436
3345	1339948	1339833
3347	2002790	2002656
3348	102650	102517
3349	1113651	1113547
3350	490983	490877
3351	775129	775022
3352	1822232	1822424
3353	2074212	2074050
3354	531621	531565
3355	1417794	1417700
3356	568257	568135
3357	37875	37796
3358	1680507	1680711
3359	1955592	1955835
3360	1976399	1976564
3361	1584833	1584725
3362	1740065	1739912
3363	1420415	1420306
3364	1671444	1671338
3365	771691	771554
3366	763625	763507
3367	118751	118932
3368	424427	424275
3372	1603184	1602999
3373	1469359	1469271
3374	395070	394989
3375	895192	895103
3377	574206	574064
3379	1789782	1789666
3380	1901884	1901783
3381	150386	150265
3382	1097086	1096930
3383	1685995	1686171
3384	34896	34782
3385	169328	169546
3386	1255124	1255041
3387	1416440	1416626
3388	1877478	1877300
3389	1884818	1885016
3390	666481	666381
3391	1663235	1663090
3392	1620082	1619954
3393	708283	708163
3394	1333989	1333844
3395	2073425	2073335
3396	463811	464026
3397	245949	245850
3398	1640589	1640486
3399	1743740	1743584
3400	695282	695112
3401	70058	69959
3402	537648	537532
3403	1976031	1975880
3404	535754	535626
3405	1531666	1531891
3406	500475	500338
3407	769104	768925
3408	203047	203263
3409	395595	395470
3411	347500	347363
3412	583451	583340
3413	607286	607170
3414	455401	455269
3415	1542957	1542831
3416	1534988	1535230
3417	802850	802734
3418	1112601	1112460
3419	503897	503736
3420	256254	256135
3421	818690	818600
3422	137360	137219
3423	1984280	1984187
3424	1631509	1631421
3425	1735394	1735310
3426	1034224	1034089
3427	1988184	1988023
3428	1460452	1460290
3429	1437298	1437199
3430	672147	671981
3431	1321884	1321712
3432	1629776	1629674
3433	1007571	1007466
3434	642672	642901
3435	170193	170373
3436	406910	406793
3437	1264164	1264062
3438	1060285	1060169
3439	1866759	1866663
3440	1042327	1042159
3441	1920600	1920477
3442	1052081	1051980
3443	1397341	1397284
3444	1302323	1302218
3445	38485	38374
3446	1105482	1105376
3447	616557	616407
3448	362877	362756
3449	1849081	1849275
3450	1439980	1439885
3451	1254437	1254307
3452	1286771	1286633
3453	896079	895972
3454	1343213	1343091
3455	323932	323819
3456	1116049	1115915
3457	1728689	1728556
3458	1902432	1902290
3459	1502459	1502658
3460	1457431	1457666
3461	1628657	1628585
3462	1605866	1605706
3463	1690812	1690725
3464	731623	731496
3465	759903	759824
3466	1032337	1032227
3467	79619	79500
3468	135875	136031
3469	106843	107032
3470	1077627	1077864
3471	13682	13558
3472	384318	384159
3473	1285959	1285850
3474	1775765	1775682
3475	860795	860640
3476	985259	985113
3477	1429252	1429147
3478	579696	579529
3479	1311350	1311293
3480	2031810	2031725
3481	57959	57794
3482	1313587	1313419
3483	1275379	1275548
3484	379058	378955
3485	152305	152159
3486	2000938	2001081
3487	573526	573369
3488	245420	245580
3489	1972942	1972812
3490	1952045	1951937
3491	257296	257191
3492	1135730	1136017
3493	727409	727239
3494	426496	426740
3495	1165827	1165706
3496	541751	541605
3497	1201434	1201288
3498	149584	149419
3499	611863	611738
3500	344403	344307
3501	1045439	1045324
3502	1258033	1257917
3503	2075189	2075077
3504	1175796	1175662
3506	397332	397186
3508	828377	828533
3509	623782	623718
3510	1721592	1721790
3511	535279	535463
3512	519638	519867
3513	415009	414902
3514	298992	298875
3515	1867178	1867070
3517	1216736	1216624
3518	1584243	1584129
3519	710965	710882
3520	685207	685067
3521	265957	265831
3522	1758750	1758666
3523	135924	135818
3524	1560083	1559908
3525	1831968	1831826
3526	2068994	2068882
3527	377863	377760
3528	1791564	1791759
3529	1627143	1627001
3530	1651185	1651017
3531	1658170	1658079
3532	221065	220967
3533	1774674	1774518
3534	1793898	1793790
3535	1137774	1137613
3536	203598	203803
3537	1779122	1779301
3538	229358	229541
3539	1972584	1972456
3540	893910	893777
3541	1634839	1634665
3542	999479	999646
3543	1192507	1192411
3544	162535	162765
3545	501599	501450
3546	1332642	1332527
3547	1357006	1357214
3548	16536	16425
3549	1032336	1032210
3550	450947	451114
3551	1371927	1371798
3552	1569847	1569638
3553	2070154	2069977
3554	1398653	1398567
3555	1490914	1491184
3557	275283	275099
3558	143431	143273
3559	957452	957349
3560	90073	89947
3561	622424	622260
3562	115906	115780
3563	1404845	1404717
3564	774671	774913
3565	880629	880481
3566	567653	567550
3567	2079024	2078931
3568	1701342	1701591
3569	1996517	1996695
3570	1031998	1031836
3571	1228427	1228284
3572	699137	699337
3573	690879	690767
3574	1791441	1791643
3575	1386323	1386190
3576	642906	642811
3577	584229	584101
3578	1304546	1304444
3579	1505370	1505281
3580	1392716	1392615
3581	953033	952893
3582	812480	812398
3583	880555	880396
3584	412607	412520
3585	1993553	1993415
3586	975080	974957
3587	1644157	1643994
3588	1632817	1632713
3589	376109	376275
3590	82168	81988
3591	1625264	1625446
3592	1359842	1359739
3593	26487	26349
3594	1170628	1170516
3595	1917151	1917064
3596	833351	833226
3597	1397155	1397088
3598	1448787	1449021
3599	2006983	2007164
3600	988558	988432
3601	439603	439789
3602	1728091	1727968
3603	912068	912248
3604	879663	879532
3605	1730909	1730784
3606	457917	458113
3607	83233	83439
3608	390514	390410
3609	757914	757797
3610	1819367	1819275
3611	1232118	1231988
3612	1398685	1398530
3613	53874	54070
3614	1204963	1204825
3615	653901	653713
3616	78573	78794
3617	1858289	1858179
3618	155986	155844
3619	1363480	1363663
3620	11602	11475
3621	725920	725771
3622	1071735	1071617
3623	654897	654793
3624	1110692	1110571
3625	471845	471719
3626	562011	561871
3627	1254017	1253910
3628	205566	205843
3629	234242	234146
3630	1159669	1159855
3631	1520669	1520548
3632	1885939	1885849
3633	668981	669162
3634	1601093	1600957
3635	971069	970903
3636	1724633	1724546
3637	544215	544088
3638	1541328	1541216
3639	1325246	1325127
3640	734475	734315
3641	1910201	1910108
3642	1611492	1611697
3643	1866547	1866429
3644	1820540	1820374
3645	1938508	1938716
3646	225642	225523
3647	72517	72406
3648	1981276	1981127
3649	1120240	1120054
3650	1654862	1654778
3651	1600470	1600286
3652	1798670	1798515
3653	654729	654931
3654	2050711	2050599
3655	1967317	1967204
3656	32194	32075
3657	2009197	2009051
3658	35491	35391
3659	68230	68414
3660	460577	460432
3661	111591	111394
3662	506195	506096
3663	1125452	1125331
3664	704834	704675
3665	1472979	1472860
3666	1524787	1524639
3667	461456	461615
3668	1516392	1516286
3669	29546	29464
3670	657448	657431
3671	320125	320007
3672	589397	589303
3673	532089	531934
3674	1702875	1702749
3675	283062	282954
3676	1078718	1078617
3677	1205817	1205687
3678	1923094	1922987
3679	42776	42676
3680	2001727	2001615
3681	727753	727587
3682	1433872	1433750
3683	695927	695791
3684	1558640	1558498
3685	1290610	1290798
3686	921294	921482
3687	1341134	1340991
3688	395556	395448
3689	538851	539005
3690	294789	294648
3691	1663725	1663626
3692	1237810	1238098
3693	1190110	1190002
3694	719296	719222
3695	1443929	1444133
3696	1802962	1802877
3697	49572	49749
3698	1782862	1782721
3699	51431	51320
3700	2049375	2049633
3701	302953	302854
3703	753747	753616
3704	710015	710240
3705	1480778	1480963
3706	763366	763543
3707	2055702	2055558
3708	1352809	1353013
3711	1612532	1612715
3712	541985	541843
3713	1465231	1465129
3714	711260	711094
3715	489562	489409
3716	1908828	1908739
3717	1150571	1150473
3718	1724181	1724368
3719	1584293	1584202
3720	1206845	1207059
3722	593095	593271
3723	1748107	1748025
3724	453042	452951
3725	397785	397967
3726	1489370	1489275
3727	174036	174230
3728	1155699	1155565
3729	816112	815950
3730	1797724	1797914
3731	748166	748063
3732	1752150	1752080
3733	1957367	1957173
3734	1822894	1822795
3735	747910	747786
3736	625968	625861
3737	1581698	1581940
3738	1872978	1872812
3739	499049	498940
3740	1315807	1315705
3741	1314561	1314741
3742	728218	728041
3743	613074	613291
3744	1275452	1275366
3745	485186	485090
3746	330509	330729
3747	745926	745829
3748	339511	339401
3749	1433137	1433024
3750	524806	524658
3751	362368	362550
3752	923129	923032
3753	1701889	1701769
3754	984118	983999
3755	1275815	1275650
3756	606237	606000
3757	1534992	1534888
3758	649485	649393
3759	1670912	1670812
3760	972396	972283
3761	1030572	1030424
3762	269419	269312
3763	159814	159685
3764	1114970	1114838
3765	1165267	1165466
3766	1646397	1646300
3767	1483211	1483412
3768	1633107	1632940
3769	1990151	1990391
3770	1892857	1892779
3771	485670	485499
3772	675645	675519
3773	1679120	1678977
3774	1172949	1172809
3775	1184275	1184145
3776	667772	667937
3777	1873857	1873725
3778	757293	757186
3779	445339	445231
3780	1892861	1892756
3781	1758518	1758404
3782	1748677	1748520
3783	1867278	1867466
3784	420349	420230
3785	1131797	1131648
3786	1953623	1953536
3787	1155397	1155304
3788	2043017	2042852
3789	891691	891874
3790	1431650	1431541
3791	1837263	1837139
3792	82744	82627
3793	1685510	1685409
3794	1982698	1982588
3795	2028799	2028982
3796	1401610	1401546
3797	1648626	1648789
3798	636833	636670
3799	1295243	1295138
3800	22807	22739
3801	775149	775033
3806	612496	612688
3807	120511	120364
3808	1063298	1063213
3809	1318612	1318503
3810	1130245	1130452
3811	251038	251220
3812	683045	682924
3813	1468029	1467904
3814	1894240	1894095
3815	109515	109407
3816	1821011	1820873
3817	1836770	1836656
3818	142063	142282
3819	137572	137483
3824	1739945	1739821
3825	394192	394069
3826	685669	685524
3827	329127	329008
3828	1755429	1755306
3829	97412	97274
3830	342343	342599
3831	1405885	1405757
3832	456763	456662
3833	514230	514111
3834	262506	262696
3835	2036578	2036742
3836	1114659	1114554
3837	2048827	2048743
3838	353897	353758
3839	778879	778783
3840	1427414	1427287
3841	699667	699824
3842	1713526	1713369
3843	1099208	1099099
3844	1053699	1053614
3845	29788	29645
3846	479339	479241
3847	165551	165382
3848	108729	108631
3849	420305	420188
3850	111472	111349
3851	930841	930735
3852	1402883	1402690
3853	1672567	1672457
3854	579284	579056
3855	1237691	1237605
3856	374351	374265
3857	1092657	1092516
3858	2035351	2035206
3859	2087741	2088022
3860	65119	65027
3861	249733	249643
3862	2083886	2084062
3863	1456807	1456664
3864	484695	484548
3865	1847345	1847255
3866	1217580	1217465
3867	717193	717112
3868	446574	446405
3869	142303	142221
3870	693194	693378
3871	2015150	2015042
3872	1691920	1691817
3873	1668128	1668004
3874	1957228	1957125
3875	1892064	1892285
3876	1815581	1815449
3877	927153	927071
3878	1585319	1585495
3879	16915	16795
3880	912308	912145
3881	1373136	1373300
3882	207923	208217
3883	353054	352932
3884	1789405	1789292
3885	1247221	1247122
3886	1433609	1433503
3889	1991233	1991112
3890	45008	44881
3891	1348149	1348029
3892	1637761	1637599
3893	431067	431294
3894	1302109	1302027
3895	376747	376646
3896	1165129	1165028
3897	644905	644788
3898	1411724	1411615
3899	1071116	1070981
3900	166186	166379
3901	176157	176009
3902	1132203	1132067
3903	1749242	1749141
3904	262539	262447
3905	1820227	1820102
3906	1282370	1282253
3907	1635359	1635555
3908	1638166	1638075
3909	1152667	1152582
3910	646995	646888
3911	1777965	1778159
3912	505819	505710
3913	168028	167911
3914	255948	255830
3915	845202	845084
3916	1267305	1267204
3917	851340	851134
3918	1607604	1607523
3919	530706	530612
3920	915472	915355
3921	2077305	2077203
3922	293598	293424
3923	1750032	1749967
3924	349705	349609
3925	1333693	1333576
3926	2068507	2068412
3927	1661868	1661754
3928	945825	946041
3929	1770494	1770364
3930	1412953	1413160
3932	1926695	1926564
3933	117220	117106
3934	317127	317015
3935	1663571	1663409
3936	1549253	1549098
3937	1904588	1904836
3938	39995	39833
3939	1880221	1880067
3940	152944	153119
3941	1695390	1695292
3942	1360441	1360340
3943	1244926	1244777
3944	235511	235417
3945	1437555	1437379
3946	1492955	1492841
3947	22063	21984
3948	530383	530573
3949	58144	58023
3950	1144487	1144367
3951	556271	556167
3952	1544761	1544598
3953	1661986	1661817
3954	590331	590503
3956	724882	725075
3957	1099100	1098951
3958	705825	705706
3959	372227	372115
3960	552258	552145
3961	950124	949972
3962	1170278	1170151
3963	1739856	1739722
3964	719432	719338
3965	1265226	1265126
3966	1265579	1265762
3967	614133	614051
3968	1840767	1840624
3969	495872	495748
3970	598115	598011
3971	482726	482600
3972	506673	506568
3973	1046367	1046263
3974	1504428	1504311
3975	1755610	1755498
3976	100709	100626
3977	341875	342026
3978	1059073	1059258
3979	851505	851387
3980	170915	170790
3981	259155	259067
3982	231975	231874
3983	1889106	1888968
3984	2001214	2001150
3985	1760653	1760544
3986	367277	367135
3987	1997750	1997629
3988	1011163	1011337
3989	622367	622561
3990	1529817	1529714
3991	2020738	2020641
3992	592535	592733
3993	1381712	1381550
3994	1824070	1823925
3995	1681621	1681502
3996	2015056	2015267
3997	817648	817848
3998	1053287	1053162
3999	1881993	1881867
4000	383637	383788
4001	294813	294682
4002	291714	291620
4003	744649	744815
4004	1948213	1948096
4005	650137	650045
4006	1264147	1264054
4007	593176	593417
4009	341997	341894
4010	236004	235871
4011	1644055	1643930
4012	796565	796773
4013	388307	387851
4014	592526	592395
4015	1840063	1839997
4016	47424	47334
4017	1234370	1234275
4018	737610	737507
4019	896345	896589
4020	806849	806680
4021	1550013	1549883
4023	1291654	1291527
4024	1918736	1918590
4025	856282	856174
4026	1800788	1800649
4027	1759196	1758991
4028	849631	849507
4029	403838	403712
4031	697576	697449
4032	59446	59383
4033	31637	31823
4034	2003167	2003337
4035	1921536	1921731
4036	226773	226989
4037	1616028	1615962
4038	11897	11756
4039	770628	770470
4040	1220877	1220751
4042	1124049	1123913
4043	461654	461555
4044	712636	712571
4045	1677861	1677737
4046	1923858	1923730
4047	1225308	1225201
4048	992477	992387
4049	799327	799200
4050	1803066	1803291
4051	803676	803889
4052	2024104	2023939
4053	1792158	1791998
4054	388669	388563
4055	148586	148439
4056	312205	312077
4057	1686447	1686664
4058	572728	572591
4059	688755	688950
4060	1153949	1153857
4061	1764632	1764504
4062	2031481	2031368
4063	892595	892444
4064	201778	201691
4065	374703	374646
4066	17875	18053
4067	1748386	1748598
4068	466462	466349
4069	623357	623268
4070	395934	395763
4071	889884	890068
4072	1534523	1534346
4073	602938	602816
4074	369807	369701
4075	42183	42045
4076	2054563	2054406
4077	1229504	1229400
4078	433645	433529
4079	439823	440062
4080	414948	414832
4081	1389339	1389240
4082	423798	423729
4083	1045325	1045102
4084	1626154	1626372
4085	1786133	1786034
4086	154808	154703
4087	667776	668008
4088	1292526	1292415
4089	1638072	1637980
4090	1444609	1444507
4091	1418456	1418406
4092	193607	193522
4093	1592161	1592418
4094	1006662	1006553
4095	753081	752980
4096	644506	644404
4097	1108448	1108382
4098	1331089	1330962
4099	457291	457185
4100	1976491	1976368
4101	455557	455436
4102	112698	112553
4103	97005	97181
4104	1572138	1571975
4105	1205642	1205537
4106	1795373	1795278
4107	1381733	1381949
4108	2059534	2059754
4109	485647	485546
4110	276548	276780
4111	2018416	2018276
4114	1856772	1856982
4115	1144402	1144242
4116	437392	437608
4117	1692601	1692773
4118	1238034	1238246
4119	1918726	1918576
4120	1072302	1072150
4121	1119367	1119196
4122	1990244	1990146
4123	766962	766879
4124	1477660	1477512
4125	1038343	1038201
4126	845054	844923
4127	1818344	1818220
4128	1527496	1527375
4129	992001	991874
4130	453506	453414
4131	1803750	1803944
4132	1120121	1120001
4133	1728957	1728839
4135	1014931	1015145
4140	1387532	1387415
4141	446937	447160
4142	39564	39455
4143	449132	449347
4144	1131446	1131356
4145	488344	488562
4146	522096	521999
4147	2019091	2018971
4148	479404	479291
4149	2037144	2037319
4150	745631	745860
4151	929346	929202
4152	1702334	1702209
4153	867165	867023
4154	592300	592546
4155	2056747	2056924
4156	287934	287822
4157	436887	436797
4158	365619	365487
4159	2005076	2005270
4160	1457911	1457823
4161	349461	349334
4162	561824	561691
4163	645162	645399
4165	1243926	1243758
4166	700919	701115
4167	1398652	1398933
4168	776765	776669
4169	1267063	1266918
4170	1941751	1941918
4171	1089416	1089257
4172	1192938	1192785
4173	1992280	1992467
4174	419675	419542
4175	267155	266992
4176	726380	726270
4177	327559	327405
4178	1330699	1330570
4179	1335036	1334967
4180	713636	713496
4181	1481669	1481592
4182	123262	123136
4183	2040352	2040197
4184	528234	528112
4185	688674	688539
4186	1032626	1032518
4187	1576797	1577034
4188	1881742	1881603
4190	941311	941199
4191	1498704	1498607
4192	933635	933499
4193	44260	44116
4194	377496	377409
4195	1241280	1241195
4196	194626	194773
4197	361424	361307
4198	1923442	1923332
4199	1834531	1834285
4200	1156085	1155970
4201	418687	418609
4202	546357	546553
4203	1455161	1455380
4204	45639	45490
4205	462039	461950
4206	939872	940079
4207	1965801	1965643
4208	1669749	1669605
4209	203831	203743
4210	1548734	1548614
4211	1089519	1089390
4212	1619307	1619205
4213	1092148	1092026
4214	880072	879900
4215	29193	29457
4216	1843845	1843758
4217	1034130	1034307
4218	156467	156666
4219	540308	540122
4220	147983	148196
4221	1777774	1777973
4222	343284	343489
4223	263832	264016
4224	1170908	1170776
4225	1106758	1106671
4226	1527760	1527961
4227	1425856	1426011
4228	1330974	1330805
4229	1671736	1671591
4230	1172893	1173103
4231	374785	375010
4232	565849	565735
4233	2086834	2086712
4234	847593	847512
4235	573099	572964
4236	54510	54383
4237	1665581	1665466
4238	166122	165966
4239	564043	563874
4240	362189	362030
4241	1807878	1807753
4242	1889215	1889416
4243	159393	159660
4244	1580513	1580367
4245	1962341	1962245
4246	1834533	1834722
4247	190220	190096
4248	701406	701589
4249	704876	704775
4250	1123096	1123356
4251	1551170	1551032
4252	512188	512000
4253	1380069	1379957
4254	1650438	1650640
4255	1748052	1747887
4256	227808	227711
4257	1589423	1589283
4258	1789121	1788981
4259	1885487	1885377
4260	1644224	1644093
4261	490298	490204
4263	618938	618776
4264	1776151	1776373
4265	1312523	1312339
4266	1609456	1609330
4267	1095231	1095130
4268	886608	886811
4269	869582	869490
4270	1809110	1809323
4271	1956884	1956768
4272	1142206	1142089
4273	1849701	1849592
4274	624668	624870
4275	438746	438930
4276	19020	18899
4277	1213967	1213862
4278	1961216	1961477
4283	1029281	1029188
4284	637839	637746
4285	932292	932209
4286	1848584	1848430
4287	1085215	1085105
4288	1608859	1609022
4289	1473887	1474162
4290	1572735	1572589
4291	720133	720075
4292	1988771	1988657
4293	463022	462889
4294	496853	496750
4295	422967	423158
4296	659813	659707
4297	523876	524125
4298	946029	945921
4299	1404020	1404207
4300	896979	897198
4301	1072281	1072183
4302	1282620	1282794
4303	1646081	1645920
4304	1605052	1604934
4305	517297	517484
4306	1603272	1603139
4307	34642	34513
4308	558409	558607
4309	407504	407406
4310	326731	326622
4311	1517055	1517227
4312	263975	263818
4313	205743	205656
4314	913972	913846
4315	1697798	1697758
4316	1892884	1892790
4317	535386	535246
4318	449484	449298
4319	1939720	1939904
4320	2068005	2068254
4321	1564571	1564781
4322	1998634	1998818
4323	358382	358241
4325	182013	181895
4326	2087617	2087467
4327	533386	533275
4328	379637	379169
4329	1458493	1458384
4330	1290669	1290569
4331	264534	264449
4332	533003	533183
4333	1169390	1169281
4334	1997075	1996892
4335	1199774	1199667
4336	1318604	1318793
4337	723343	723577
4338	110215	110131
4339	256491	256429
4340	1664163	1664040
4341	235214	235061
4342	2028845	2029053
4343	2048897	2049089
4344	577375	577627
4345	835926	836119
